Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
día mundial del medio ambiente,1300,63,0.75,0.02,159000000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel, Instant answer, Knowledge panel","0.03,0.04,0.05,0.05,0.03,0.05,0.04,0.06,0.06,0.12,0.29,0.04"
problematica medio ambiental,1300,38,0.38,0.06,269000000,Informational,"Reviews, Site links, People also ask, Image pack","0.07,0.24,0.41,0.54,0.54,0.54,0.79,1.00,1.00,1.00,0.66,0.20"
que es el medi ambient,1300,25,0.50,0.03,7880000,Informational,"Reviews, Site links, Knowledge panel","0.08,0.41,0.54,0.79,0.54,0.54,0.79,0.79,0.41,0.79,0.54,0.08"
como cuidar el medio ambiente,1000,43,0.20,0.10,78900000,Informational,"Featured snippet, Site links, FAQ, People also ask, Video carousel","0.16,0.30,0.30,0.54,0.41,0.41,0.54,0.66,0.41,0.66,0.54,0.13"
conselleria de medi ambient,1000,39,0.00,0.00,81,"Informational, Transactional","Local pack, Reviews, Image pack","0.59,1.00,0.88,1.00,0.59,0.88,1.00,1.00,0.88,1.00,0.88,0.88"
medi ambient,1000,42,0.00,0.00,8370000,Informational,"Site links, Image pack","0.24,0.55,0.81,1.00,0.55,0.55,0.55,0.81,0.62,0.81,0.81,0.45"
medio ambiental,1000,68,0.70,0.01,223000000,Informational,"Site links, People also ask, Image pack","0.16,0.31,0.37,0.46,0.31,0.37,0.46,0.46,0.84,1.00,1.00,0.25"
noticias del medio ambiente,1000,64,0.53,0.02,353000000,Informational,"Top stories, People also ask","0.30,0.81,0.81,1.00,0.55,0.81,0.81,0.81,0.62,0.45,0.62,0.24"
consejeria de medio ambiente,880,49,0.00,0.00,1040000,Commercial,"Local pack, Site links, Video, People also ask, Knowledge panel","0.67,0.76,0.76,0.67,0.45,0.67,0.67,0.67,0.45,0.55,0.55,0.36"
día del medio ambiente,880,57,0.74,0.01,577000000,Informational,"Reviews, Site links, Video, People also ask, Image pack, Instant answer, Knowledge panel","0.03,0.13,0.13,0.13,0.08,0.13,0.13,0.16,0.16,0.66,0.80,0.08"
junta de andalucia medio ambiente,880,38,0.00,0.00,2320000,"Informational, Navigational","Site links, Knowledge panel","0.67,0.76,0.76,0.67,0.55,0.67,0.76,0.67,0.45,0.45,0.67,0.45"
noticias medio ambiente,880,63,0.53,0.02,308000000,Informational,"Top stories, Image pack","0.30,0.76,0.76,1.00,0.55,0.76,0.76,0.76,0.67,0.76,0.45,0.20"
agencia de medio ambiente y agua,720,38,0.00,0.00,23500000,"Informational, Navigational","Reviews, Site links, Image, Knowledge panel","0.13,0.16,0.20,0.37,0.31,0.37,0.31,0.52,0.52,1.00,0.25,0.37"
conselleria de medio ambiente,720,26,0.00,0.00,1490000,Commercial,"Local pack, Site links, Video","0.54,1.00,0.81,1.00,0.54,0.81,1.00,1.00,0.81,1.00,1.00,0.67"
el impacto del medio ambiente,720,46,0.54,0.02,132000000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.08,0.20,0.36,0.45,0.36,0.36,0.45,0.62,0.30,1.00,0.45,0.00"
medio ambiente dibujo,720,29,0.00,0.01,83400000,"Informational, Commercial","Reviews, Site links, Video, Image, People also ask, Image pack","0.07,0.20,0.37,0.52,0.31,0.37,0.46,0.52,0.37,0.84,0.52,0.04"
medio ambiente junta de andalucia,720,37,0.00,0.00,92,"Informational, Navigational","Site links, People also ask, Knowledge panel","0.59,0.88,0.88,0.59,0.59,0.59,0.88,0.59,0.48,0.72,0.72,0.72"
medio ambiente ministro,720,74,0.00,0.00,33900000,Informational,"Site links, Video, People also ask, Image pack","0.72,0.72,0.72,0.72,0.59,0.72,1.00,1.00,0.72,0.72,1.00,0.48"
problemas del medio ambiente,720,42,0.38,0.06,468000000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.06,0.30,0.45,0.67,0.55,0.67,0.76,1.00,0.76,1.00,0.55,0.06"
qué es el medio ambiente,720,57,0.70,0.01,891000000,Informational,"Site links, Video, People also ask, Knowledge panel","0.04,0.08,0.08,0.11,0.08,0.08,0.11,0.11,0.34,1.00,1.00,0.30"
trabajo medio ambiente,720,29,0.26,0.05,437000000,Commercial,"Video, Jobs search","0.54,1.00,1.00,0.81,0.67,0.67,0.81,1.00,0.67,0.81,0.67,0.54"
agencia medio ambiente y agua,590,38,0.00,0.00,25100000,"Informational, Navigational","Reviews, Site links, Video, Image, Knowledge panel","0.10,0.16,0.13,0.36,0.30,0.45,0.30,0.45,0.45,1.00,0.36,0.24"
contaminacion del medio ambiente,590,45,0.64,0.02,16900000,Informational,"Reviews, Image, People also ask, Image pack, Video carousel","0.11,0.39,0.59,0.72,0.59,0.72,0.72,1.00,0.48,0.72,0.48,0.11"
cuidar el medio ambiente,590,42,0.20,0.10,88600000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.16,0.30,0.36,0.55,0.45,0.45,0.55,0.67,0.45,0.67,0.55,0.10"
dia del medio ambiente 2022,590,40,1.06,0.02,995000000,Informational,"Reviews, People also ask, Image pack, Video carousel","0.00,0.04,0.10,0.10,0.10,0.20,0.20,0.24,0.30,0.54,1.00,0.03"
dia mundial medio ambiente,590,53,0.75,0.02,129000000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel, Instant answer, Knowledge panel","0.03,0.04,0.05,0.05,0.03,0.05,0.04,0.07,0.07,0.36,0.54,0.03"
direcció general de polítiques ambientals i medi natural,590,19,0.00,0.00,76,Informational,Image pack,"0.00,0.00,0.00,0.00,0.00,1.00,0.07,0.01,0.01,0.01,0.00,0.01"
frases del medi ambiente,590,39,0.00,0.00,107000000,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.13,0.25,0.25,0.37,0.20,0.25,0.37,0.37,0.31,0.52,0.52,0.11"
medio ambiente en ingles,590,23,0.12,0.00,113000000,Informational,"Reviews, Video, People also ask, Image pack","0.26,0.48,0.59,0.59,0.48,0.48,0.59,0.59,0.48,0.72,0.48,0.26"
ministerio del medio ambiente,590,88,0.00,0.00,102000000,Navigational,"Local pack, Reviews, Site links, People also ask, Image pack, Twitter","0.48,0.59,0.48,0.48,0.39,0.48,0.72,0.72,0.59,0.72,1.00,0.72"
sueldo agente medio ambiente andalucía,590,22,0.00,0.06,137000,Informational,"Featured snippet, Site links, Video, People also ask, Image pack","0.01,0.53,0.18,0.35,0.13,0.01,0.01,0.01,0.00,0.00,0.00,0.01"
consejeria medio ambiente,480,51,0.00,0.00,904000,Informational,"Site links, Video, People also ask, Knowledge panel","0.66,0.81,0.66,0.66,0.44,0.66,0.66,0.66,0.44,0.81,0.81,0.81"
consultorias medio ambiente,480,20,0.60,0.17,24700000,Commercial,"Local pack, Site links, People also ask","0.54,0.66,0.81,0.54,0.66,0.66,0.54,0.66,0.81,0.66,1.00,0.19"
cuidado del medio ambiente,480,45,0.36,0.03,203000000,Informational,"Featured snippet, People also ask, Video carousel","0.14,0.26,0.48,0.48,0.48,0.48,0.48,0.59,0.48,0.72,0.48,0.21"
definiciones medio ambiente,480,50,0.91,0.01,30000000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.15,0.81,0.81,0.81,0.66,0.81,1.00,1.00,0.54,1.00,0.00,0.19"
dia medio ambiente,480,57,0.74,0.01,653000000,Informational,"Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.03,0.11,0.13,0.13,0.08,0.13,0.13,0.16,0.25,0.84,1.00,0.07"
dia mundial del medio ambiente 2022,480,47,0.97,0.03,96600000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.00,0.00,0.01,0.01,0.02,0.05,0.05,0.08,0.11,0.55,1.00,0.00"
es el medio ambiente,480,60,0.50,0.03,1030000000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.07,0.32,0.39,0.59,0.39,0.39,0.59,0.59,0.32,1.00,0.39,0.14"
frases medio ambiente,480,48,0.00,0.00,58700000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask","0.13,0.25,0.25,0.31,0.20,0.25,0.31,0.37,0.16,0.31,0.37,0.04"
ingenieria en medio ambiente,480,36,0.36,0.10,16800000,"Informational, Transactional","Reviews, Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.66,0.81,0.54,0.66,0.54,0.66,0.66,0.81,0.66,0.81,1.00,0.66"
la contaminasion del medio ambiente,480,43,0.64,0.02,62200000,Informational,"FAQ, People also ask, Image pack, Video carousel","0.11,0.39,0.59,0.88,0.59,0.72,0.72,1.00,0.00,0.00,0.59,0.11"
medio ambiente definicion,480,54,0.91,0.01,316000000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.18,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.66,1.00,0.66,0.18"
ministerio de agricultura alimentación y medio ambiente,480,38,0.00,0.00,10400000,Navigational,"Local pack, Site links, People also ask, Twitter, Knowledge panel","0.54,1.00,1.00,0.81,0.66,0.81,0.66,0.81,0.66,0.66,0.54,0.36"
ministerio medio ambiente,480,49,0.00,0.00,106000000,Navigational,"Local pack, Reviews, Site links, People also ask, Image pack","0.66,0.81,0.66,0.66,0.54,0.66,1.00,1.00,0.66,0.66,0.81,0.66"
agencia de medio ambiente y agua de andalucía,390,37,0.00,0.00,86,Navigational,"Local pack, Reviews, Site links, Image, Knowledge panel","0.29,0.44,0.44,0.54,0.44,0.54,0.54,0.81,0.66,1.00,0.36,0.36"
ciencias de la tierra y del medio ambiente,390,25,0.64,0.23,28800000,Informational,"Reviews, People also ask, Image pack, Video carousel","0.26,1.00,0.39,0.32,0.17,0.21,0.21,0.32,0.26,0.39,0.59,0.48"
ciudad del medio ambiente soria,390,23,0.00,0.00,5750000,Informational,"Image, Image pack, Video carousel, Knowledge panel","0.16,0.13,0.08,0.16,0.16,0.24,0.36,0.08,0.08,1.00,0.08,0.08"
consejería de medio ambiente,390,45,0.00,0.00,10800000,Informational,"Site links, Video, People also ask, Knowledge panel","0.54,0.81,0.81,0.54,0.44,0.54,0.54,0.54,0.00,0.36,0.44,1.00"
dia mundial del medi ambient,390,60,0.75,0.02,739000,Informational,"Site links, Video, People also ask, Video carousel, Knowledge panel","0.02,0.04,0.05,0.05,0.03,0.05,0.04,0.07,0.07,0.54,0.79,0.03"
dibujo medio ambiente,390,28,0.00,0.01,81300000,"Informational, Commercial","Reviews, Site links, Video, Image, People also ask, Image pack","0.07,0.21,0.39,0.59,0.32,0.39,0.48,0.59,0.48,0.88,0.48,0.07"
día del medio ambiente 2022,390,40,1.06,0.02,426000000,Informational,"Reviews, Video, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.66,1.00,0.01"
día mundial del medio ambiente 2022,390,45,0.97,0.03,140000000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.05,0.07,0.55,1.00,0.01"
fotos del medio ambiente,390,34,0.00,0.00,229000000,Informational,"Site links, Video, Image, Image pack","0.07,0.17,0.39,0.59,0.48,0.48,0.59,0.59,0.39,0.59,0.59,0.07"
medio ambiente castilla leon,390,,0.00,0.00,,,,"0.54,0.54,0.54,0.36,0.29,0.44,0.44,0.66,0.54,0.66,0.66,1.00"
medio ambiente noticias,390,63,0.53,0.02,306000000,Informational,"Top stories, People also ask, Video carousel","0.15,0.44,0.44,0.54,0.29,0.44,0.44,0.44,0.54,1.00,0.36,0.15"
ciencias de la tierra y el medio ambiente,320,24,0.64,0.23,27300000,Informational,"Reviews, People also ask, Video carousel","0.26,1.00,0.39,0.32,0.17,0.21,0.21,0.32,0.26,0.09,0.11,0.07"
consejeria de medio ambiente madrid,320,28,1.21,0.01,95,"Informational, Navigational","People also ask, Knowledge panel","0.66,1.00,1.00,0.82,0.66,0.66,0.82,1.00,0.82,0.82,1.00,0.66"
consejeria medio ambiente madrid,320,25,1.06,0.01,266000,"Informational, Navigational","People also ask, Knowledge panel","0.54,0.81,0.81,0.81,0.54,0.54,0.81,1.00,0.54,0.54,0.54,0.43"
consejería del medio ambiente,320,48,0.00,0.00,10100000,Informational,"Site links, Video, People also ask, Knowledge panel","0.66,0.81,0.66,0.66,0.44,0.66,0.66,0.66,0.00,0.00,0.00,0.00"
conselleria medio ambiente,320,31,0.00,0.00,1170000,Commercial,"Local pack, Site links, Video","0.43,0.54,0.54,0.66,0.54,0.54,0.66,0.66,0.54,0.81,0.66,0.66"
dibujos medio ambiente,320,29,0.00,0.01,32900000,Informational,"Reviews, Site links, Video, Image, Image pack, Video carousel","0.07,0.19,0.36,0.54,0.29,0.36,0.44,0.54,0.36,0.67,0.54,0.07"
día medio ambiente,320,58,0.74,0.01,385000000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel, Instant answer, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.10"
el dia del medio ambiente,320,55,0.74,0.01,711000000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel, Instant answer, Knowledge panel","0.03,0.08,0.10,0.10,0.06,0.10,0.10,0.13,0.16,0.45,1.00,0.05"
frases del medio ambiente,320,36,0.00,0.00,91300000,Informational,"Reviews, Video, Image, People also ask, Image pack","0.14,0.26,0.26,0.39,0.21,0.26,0.39,0.39,0.26,0.48,0.72,0.09"
frases del medio ambiente para carteles cortas,320,31,0.00,0.00,74,"Informational, Commercial","Reviews, Video, Image, People also ask, Image pack","0.29,0.43,0.43,0.81,0.43,0.54,0.66,0.81,0.66,1.00,0.81,0.35"
imagenes del medio ambiente,320,38,0.00,0.00,315000000,"Informational, Commercial","Reviews, Site links, Video, Image, Image pack","0.09,0.29,0.36,0.66,0.36,0.54,0.66,0.81,0.44,0.81,0.54,0.15"
medio ambiente castilla y leon,320,34,0.00,0.00,3520000,Navigational,"Local pack, Site links, Video, Image pack","0.54,0.54,0.54,0.44,0.35,0.44,0.44,0.66,0.54,0.66,0.66,1.00"
medio ambiente madrid,320,35,1.04,0.10,148000000,Commercial,"Local pack, Site links, Video, People also ask","0.65,0.81,1.00,1.00,0.81,0.81,1.00,1.00,0.81,1.00,1.00,0.65"
medio ambiente para ninos,320,41,0.00,0.00,239000000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.44,0.44,1.00,0.28,0.00"
medio ambiente protección,320,25,0.50,0.03,181000000,Informational,"Local pack, Site links, People also ask, Image pack, Video carousel","0.23,0.44,0.54,0.54,0.54,0.54,0.66,0.66,0.66,1.00,0.66,0.35"
ministerio de agricultura alimentacion y medio ambiente,320,30,0.00,0.00,12800000,Navigational,"Local pack, Site links, Video, People also ask, Twitter, Knowledge panel","0.43,0.81,0.81,0.66,0.54,0.66,0.54,0.66,0.54,0.54,0.54,0.29"
ong medio ambiente,320,47,0.54,0.11,14100000,Informational,"Featured snippet, Site links, Video, People also ask, Image pack","0.22,0.43,0.81,1.00,0.54,0.66,0.54,0.66,0.54,0.66,0.43,0.22"
oposiciones medio ambiente,320,7,0.46,0.60,6220000,Informational,"Reviews, Site links, FAQ, Video, Video carousel","0.81,1.00,1.00,1.00,0.65,0.81,0.81,1.00,0.81,0.81,0.81,0.81"
proteccion del medio ambiente,320,28,0.50,0.03,40900000,Informational,"Site links, People also ask, Video carousel, Knowledge panel","0.22,0.43,0.54,0.54,0.54,0.54,0.66,0.66,0.66,1.00,0.66,0.35"
que es el medio ambiente para ninos,320,38,0.00,0.00,243000000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.44,0.44,1.00,0.28,0.00"
solaria energía y medio ambiente cotización de las acciones,320,34,0.00,0.00,57,Informational,"Reviews, Image pack, Instant answer, Knowledge panel","0.00,0.48,1.00,1.00,1.00,0.02,0.03,0.26,0.09,0.09,0.09,0.07"
tecnico en medio ambiente,320,25,0.45,0.20,45900000,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.54,0.66,0.81,0.66,0.54,0.66,0.66,0.66,0.66,1.00,0.81,0.66"
trabaja en medio ambiente,320,39,0.26,0.05,169000000,"Navigational, Commercial","Site links, Video, People also ask, Image pack, Jobs search","0.66,1.00,1.00,0.82,0.66,0.66,0.82,1.00,0.66,1.00,1.00,0.53"
agencia de medio ambiente y agua de andalucia,260,37,0.00,0.00,90,Navigational,"Local pack, Reviews, Site links, Image, Knowledge panel","0.22,0.35,0.35,0.43,0.35,0.43,0.43,0.66,0.66,1.00,0.29,0.29"
ciudad medio ambiente soria,260,22,0.00,0.00,4760000,Informational,"Image, Video carousel, Knowledge panel","0.36,0.29,0.23,0.36,0.36,0.66,1.00,0.23,0.23,0.15,0.00,0.00"
como ayudar al medio ambiente,260,47,0.23,0.13,152000000,Informational,"Featured snippet, Site links, Video, People also ask, Video carousel","0.43,0.35,0.53,0.82,0.53,0.66,0.66,0.82,0.82,1.00,0.43,0.28"
consejeria de medio ambiente ceuta,260,26,0.00,0.00,73,"Navigational, Transactional","Reviews, Video, Image, Image pack, Knowledge panel","0.01,0.07,1.00,0.37,0.03,0.01,0.03,0.01,0.01,0.01,0.01,0.01"
consejeria de medio ambiente junta de andalucia,260,41,0.00,0.00,182000,"Informational, Navigational","Site links, People also ask, Knowledge panel","0.65,0.81,0.65,0.65,0.43,0.65,0.81,0.81,0.81,1.00,1.00,1.00"
consejería de fomento y medio ambiente,260,21,0.00,0.00,1870000,"Informational, Navigational","Video, Image pack, Knowledge panel","0.29,0.35,0.43,0.54,0.43,0.43,0.54,1.00,0.66,0.54,0.54,0.29"
consejería de medio ambiente vivienda y agricultura,260,24,0.00,0.00,88,Informational,,"0.02,1.00,0.53,0.66,0.53,0.82,0.66,0.82,0.82,0.82,0.82,0.66"
cuidar medio ambiente,260,45,0.20,0.10,45200000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.18,0.29,0.35,0.54,0.43,0.43,0.54,0.66,0.54,0.81,0.66,0.18"
cuidemos el medio ambiente,260,37,0.20,0.10,1720000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.15,0.28,0.28,0.54,0.44,0.44,0.54,0.54,0.28,1.00,0.44,0.11"
cursos medio ambiente,260,29,0.60,0.65,126000000,"Informational, Commercial","Featured snippet, Local pack, Reviews, Site links, Image pack, Adwords bottom","0.65,0.81,0.81,0.81,0.65,0.81,0.81,1.00,0.65,0.81,0.81,0.81"
degrado el medio ambiente,260,26,0.40,0.04,22400000,Informational,"Image, People also ask, Knowledge panel","0.82,0.82,1.00,0.82,0.82,0.82,0.66,0.82,0.66,0.66,0.66,0.53"
dia internacional del medio ambiente,260,55,0.75,0.02,211000000,Informational,"Reviews, Site links, Video, People also ask, Knowledge panel","0.02,0.11,0.11,0.11,0.07,0.13,0.11,0.13,0.08,0.25,0.46,0.04"
dibujo del medio ambiente,260,26,0.00,0.01,159000000,"Informational, Commercial","Reviews, Site links, Video, Image, People also ask, Image pack","0.08,0.23,0.35,0.54,0.28,0.35,0.44,0.54,0.44,0.54,0.66,0.05"
el día mundial del medio ambiente,260,61,0.75,0.02,136000000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel, Instant answer, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.13,1.00,0.00"
fotos medio ambiente,260,34,0.00,0.00,260000000,"Informational, Commercial","Reviews, Video, Image, Image pack","0.08,0.18,0.44,0.81,0.54,0.66,0.81,0.81,0.44,0.66,0.54,0.00"
ideas para mejorar el medio ambiente,260,44,0.17,0.17,67100000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Video carousel","0.16,0.03,0.13,0.44,0.03,0.03,0.20,0.03,0.01,0.03,0.01,0.00"
instituto superior de medio ambiente,260,27,0.77,0.19,43000000,Navigational,"Reviews, Site links, People also ask, Image pack, Knowledge panel","0.43,0.82,0.82,0.82,0.53,0.82,0.82,1.00,0.82,0.66,0.66,0.82"
jcyl medio ambiente,260,35,0.00,0.00,53,"Navigational, Transactional","Site links, Image pack","0.65,0.65,0.81,0.65,0.65,0.65,0.65,1.00,0.65,0.81,0.65,0.81"
medio ambiente ayuda,260,46,0.23,0.13,235000000,Informational,"Featured snippet, Local pack, Site links, People also ask, Image pack","0.43,0.35,0.53,0.82,0.53,0.66,0.66,0.82,0.82,1.00,0.66,0.43"
medio ambiente dibujos,260,31,0.00,0.01,41200000,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel","0.06,0.19,0.36,0.54,0.29,0.36,0.44,0.54,0.36,0.66,0.66,0.09"
medio ambiente jcyl,260,33,0.00,0.00,64,"Navigational, Transactional","Site links, Image pack","0.65,0.65,0.81,0.65,0.65,0.65,0.65,1.00,0.65,0.81,0.65,0.81"
medio ambiente que es,260,55,0.50,0.03,1160000000,Informational,"Site links, Video, People also ask, Knowledge panel","0.10,0.53,0.66,1.00,0.66,0.66,1.00,1.00,0.43,1.00,0.53,0.07"
medioambiental o medio ambiental,260,,0.00,0.00,,,,"0.02,0.02,0.01,0.00,1.00"
ministerio de medio ambiente de españa,260,45,0.00,0.00,31200000,Navigational,"Site links, Image, People also ask","0.65,0.81,0.81,1.00,0.65,0.81,1.00,1.00,0.65,0.65,0.81,0.81"
noticia del medio ambiente,260,63,0.53,0.02,116000000,Informational,"Top stories, People also ask","0.10,0.29,0.29,0.36,0.19,0.29,0.29,0.29,1.00,0.54,0.12,0.05"
noticias sobre el medio ambiente,260,61,0.87,0.02,350000000,Informational,"People also ask, Image pack, Video carousel","0.10,0.54,0.66,0.66,0.43,0.66,0.81,0.81,0.54,0.81,0.54,0.10"
nuestro impacto en el medio ambiente,260,36,0.00,0.00,50700000,Informational,"Featured snippet, Site links, Video, Image pack","0.01,0.01,0.01,0.01,1.00,0.01,0.08,0.01,0.00,0.01,0.00,0.00"
que es medio ambiente,260,56,0.50,0.03,1210000000,Informational,"Site links, Video, People also ask, Knowledge panel","0.10,0.53,0.66,1.00,0.66,0.66,1.00,1.00,0.66,1.00,0.53,0.10"
sostenibilidad del medio ambiente,260,33,0.41,0.13,42100000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.28,0.53,0.66,1.00,0.53,0.53,0.66,1.00,0.82,1.00,0.66,0.43"
100 acciones para cuidar el medio ambiente,210,21,0.26,0.07,9920000,Informational,"Site links, FAQ, Video, People also ask, Image pack","0.03,0.15,0.28,0.35,0.28,0.35,0.44,1.00,0.54,0.66,0.28,0.08"
acciones para cuidar el medio ambiente,210,42,0.22,0.16,18500000,Informational,"Featured snippet, Site links, FAQ, People also ask, Video carousel","0.23,0.23,0.43,0.66,0.43,0.66,0.53,0.82,0.66,0.82,0.53,0.17"
actividades del medio ambiente,210,40,0.72,0.04,263000000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack, Video carousel","0.14,0.29,0.35,0.43,0.35,0.35,0.43,0.54,0.66,0.81,0.66,0.29"
agente de medio ambiente,210,28,0.29,0.29,41600000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel, Twitter","0.81,0.81,0.81,0.65,0.65,0.81,0.81,0.81,0.65,0.65,0.81,1.00"
agente medio ambiente,210,28,0.35,0.21,37700000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack, Video carousel, Twitter","0.43,0.53,1.00,0.81,0.43,0.53,0.81,0.65,0.43,0.81,0.53,0.81"
carteles del medio ambiente,210,21,0.00,0.02,11900000,Informational,"Reviews, Site links, Video, Image, Image pack","0.08,0.18,0.35,0.44,0.18,0.44,0.54,0.66,0.35,0.66,0.54,0.08"
como cuidar el medio ambiente para niños,210,40,0.00,0.00,41600000,Informational,"Featured snippet, Reviews, People also ask, Image pack, Video carousel","0.00,0.00,0.36,0.15,0.66,0.00,1.00,0.29,0.19,0.29,0.15,0.02"
como se suele paliar este impacto en el medio ambiente,210,42,0.00,0.14,78,Informational,"Featured snippet, People also ask, Image pack","0.20,0.03,0.03,0.05,0.08,0.30,1.00,0.03,0.01,0.01,0.01,0.00"
consejeria de fomento y medio ambiente,210,21,0.00,0.00,173000,"Informational, Navigational","Video, Image pack, Knowledge panel","0.35,0.35,0.53,0.66,0.53,0.53,0.66,1.00,0.66,0.53,0.53,0.35"
consejeria medio ambiente extremadura,210,29,0.00,0.00,80,Navigational,"Reviews, Site links, Image pack","0.01,0.01,0.04,1.00,0.01,0.08,0.08,0.01,0.01,0.05,0.07,0.01"
consejeria medio ambiente junta de andalucia,210,45,0.00,0.00,95,"Informational, Navigational","Site links, People also ask, Knowledge panel","0.65,0.81,0.65,0.65,0.43,0.65,0.81,0.81,0.34,0.43,0.34,0.53"
