Marca,Modelo,Imagen,Consumo_en_modo_encendido_en_el_rango_dinámico_normal_SDR,Clase_de_eficiencia_energetica_en_el_modo_de_alto_rango_dinamico_HDR,Consumo_en_modo_encendido_para_el_alto_rango_dinámico_HDR,Tipo
 Caixun , EC50V1UA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 53, E, 54, Televisión
 cello , C1620FS/ZSF0261 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 12, -, -, Televisión
 Caixun , EC32T1H ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 26, -, -, Televisión
 IIYAMA CORPORATION , X2783HSU-B6 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 20,8", -, -, Monitor
 IIYAMA CORPORATION , XUB2294HS-B1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 16,5", -, -, Monitor
 Elo  , ET1515LK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 11,5", -, -, Monitor
 Caixun , EC24T1H ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 18, -, -, Televisión
 IIYAMA CORPORATION , XB2783HSU-B6 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 20,8", -, -, Monitor
" HP, Inc. ", M27fd FHD USB-C (HSD-0092-K) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 21, -, -, Monitor
 ExtremeGamer , 24M1900 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 15, -, -, Monitor
 IIYAMA CORPORATION , XU2294HS-B1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 16,5", -, -, Monitor
 UNV Technology EUROPE B.V. , MT-22-L ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 15,6", -, -, Monitor
 APPROX , APPMT15W4 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 10,3", -, -, Monitor
 Voxicon , VXD-G34UHDW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 25, E, 26, Monitor
 Hisense , 32A42G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Hisense , 32A48GCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Hisense , 32A4GTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Hisense , 32A41GTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Hisense , 32A46GTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 HIGH ONE , 969894_HI3912HD-MM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 42,3", -, -, Televisión
 Ferguson , F3220RTSF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 cello , C2220S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 20, -, -, Televisión
 VORTEX , LED-V40ZS06DCF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 45, -, -, Televisión
 VISION PLUS , VP24TS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, -, -, Televisión
 SUNNY , SN49FIL27 / 0216 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 63, -," 0,1", Televisión
 XD , XD40F1KSAT ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 44, F, 44, Televisión
 Exclusiv , EXL65-ODUDM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 87, F, 88, Televisión
 ok. , ODL 55851UC-TIB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 77, F, 77, Televisión
 SAMSUNG , S24AM506NU ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 21, G, 26, Monitor
 NEVIR , NVR-8071-504K2S-SMA-N ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 62, F, 65, Televisión
 Hisense , 43A6G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, G, 65, Televisión
 Hisense , 32A40G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Hisense , 32A41G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Hisense , 32A49GNE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Hisense , 32A40GTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Ferguson , F4020RTS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 45, -, -, Televisión
 Ferguson , F3220RTS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 Ferguson , F4320F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, -, -, Televisión
 IIYAMA CORPORATION , GB3466WQSU-B1 A ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 31,7", G," 60,5", Monitor
 Engel , LE3262SAT ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 32,1", -, -, Televisión
 Tesla , 27GM610BF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 24, -, -, Monitor
 Hisense , 32A4G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Hisense , 32A42GCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Hisense , 32A48GNE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Hisense , 32A42GTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Megasat , Royal Line III 22 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 18, -, -, Televisión
 Megasat , Royal Line III 32 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 28, -, -, Televisión
 Ferguson , F4320RTS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, -, -, Televisión
 Ferguson , F3220TravellerFS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 Ferguson , F1920S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 17, -, -, Televisión
 Vortex , V24TPHDE1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 19,4", -, -, Televisión
 AXEN , AX32DLT13/0216 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 31,1", -, -, Televisión
 SAMSUNG , S24AM508NU ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 21, G, 26, Monitor
 NEVIR , NVR-8071-434K2S-SMA-N ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 49,2", F," 51,2", Televisión
 Hisense , 32A41GCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Hisense , 32A46G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Hisense , 32A49GCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Hisense , 32A47GTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 CROWN , 40T332 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 55, F, 60, Televisión
 Megasat , Royal Line III 19 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 16, -, -, Televisión
 VISION PLUS , VP22TS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 20, -, -, Televisión
 VORTEX , LED-V52SM60DC ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 65, -, -, Televisión
 Ferguson , F2420S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, -, -, Televisión
 WACEBO EUROPE Srl , DBLWE W9E-65-20 T-4K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 112,3", -, -, Monitor
 ok. , ODL 55850UV-TFB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 77, G, 115, Televisión
 ok. , ODL 32850FC-TAB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, F, 32, Televisión
 HITACHI , 32HE2300W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 45, Televisión
 Hisense , 32A47G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Hisense , 32A48G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Hisense , 32A49G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 40, Televisión
 Megasat , Royal Line III 24 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 20, -, -, Televisión
 IIYAMA CORPORATION , GB2590HSU-B1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 21,9", G," 25,4", Monitor
 dyras , LE-40G11FEU ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 45, -, -, Televisión
 VORTEX , LED-V50SM60DCF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 65, -, -, Televisión
 Ferguson , F1920FMTR ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 17, -, -, Televisión
 SCHNEIDER , SC24-M1F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 20, F, 20, Monitor
 Hannspree , HC284UPB(HSG1448) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 27, -, -, Monitor
 Exclusiv , EXL65-ODUDS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 87, F, 88, Televisión
 Hisense , 70A7100F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 142, G, 180, Televisión
 DYON - DYON , MOVIE SMART 49 XT ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 86, -, -, Televisión
 DYON , LIVE 43 PRO X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, -, -, Televisión
 IIYAMA CORPORATION , LH5052UHS-B1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 125, -, -, Señalización
 AG Neovo , NSD-8601Q ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 295, -, -, Señalización
 LC-Power , LC-M29-UW-UXGA-75 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 29,3", G," 34,8", Monitor
 JIGUO , SC43JIS4K21CJ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 65, G, 65, Televisión
 LG Electronics , 55UP751C0ZF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 103, G, 129, Televisión
 Hisense , 65U7QF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 240, Televisión
 Hisense , R43A7200GTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 62, G, 70, Televisión
 CHiQ , U43G7PF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 66, G, 66, Televisión
 Ferguson , F6520RTS4K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 140, G, 140, Televisión
 LC-Power , LC-M27-QHD-165-C-K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 31,8", G," 40,5", Monitor
 WACEBO EUROPE Srl , DBLWE W9E-75-20 T-4K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 153,9", -, -, Monitor
 LG Electronics , 86UP801C0ZA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 205, G, 272, Televisión
 Hisense , 75A7100F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 156, G, 210, Televisión
 Hisense , 43A7500F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 63, G, 90, Televisión
 Hisense , 55A6G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 84, G, 110, Televisión
 Tesla , 50M613BUS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 86, G, 86, Televisión
 LC-Power , LC-M32-QHD-165-C-K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 39, G, 63, Monitor
 LG Electronics , 65UP751C0ZF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 136, G, 162, Televisión
 LG Electronics , 50UP751C0ZF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 86, G, 103, Televisión
 LG Electronics , 43UP751C0ZF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 66,6", G, 85, Televisión
 Hisense , 43A7300F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 58, G, 68, Televisión
 Hisense , 50U7QF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 84, G, 165, Televisión
 EDENWOOD , 969584_ED32C01HD-MM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 33, -, -, Televisión
 HITACHI , 55HAK6350 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 82, G, 82, Televisión
 HITACHI , 50HAK6350 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 71, G, 71, Televisión
 HITACHI , 43HK6300 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 88, Televisión
 Hisense , 75A7GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 156, G, 230, Televisión
 ViewSonic , VS16894 (VP3268a-4K) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 37,8", G," 45,7", Monitor
 Hisense , 65A7GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 125, G, 180, Televisión
 HITACHI , 50HK6300 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 71, G, 98, Televisión
 DYON , SMART 43 XT4K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 67, -, -, Televisión
 faytech , FT15MOFHBOB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 27, -, -, Monitor
 LC-Power , LC-M27-QHD-144-C-V2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 27,4", -, -, Monitor
 LC-Power , LC-M34-UWQHD-144-C-K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 38,9", G," 57,7", Monitor
 IIYAMA CORPORATION , GB2730QS-B1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 28,8", -, -, Monitor
 IIYAMA CORPORATION , B2791QS-B1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 28,8", -, -, Monitor
 cello , C6520RTS4K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 140, G, 140, Televisión
 LC-Power ,  LC-M35-UWQHD-120-C ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 40,8", -, -, Monitor
 LG Electronics , 75UP751C0ZC ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 171, G, 191, Televisión
 TCL , 32DA300X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png, 20, -, -, Televisión
 TCL , 65P725X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 78, G, 135, Televisión
 TCL , 65P725KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 78, G, 135, Televisión
 TCL , 65P820NX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 78, G, 135, Televisión
 TCL , 55P725KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 60, G, 103, Televisión
 TCL , 32P500KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 25, G, 39, Televisión
 Vortex , LEDV-39V550S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 36, E, 36, Televisión
 TCL , 32ES562X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 24, G, 38, Televisión
 TCL , 55P820NX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 60, G, 103, Televisión
 SAMSUNG , S32AM501NU ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 26, G, 40, Monitor
 TCL , 55P725NX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 60, G, 103, Televisión
 Hisense , 40A42GCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 42, G, 60, Televisión
 Hisense , 40A48G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 42, G, 60, Televisión
 Hisense , 40A48GCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 42, G, 60, Televisión
 Hisense , 40A46GTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 42, G, 60, Televisión
 JVC , LT-32VF4105 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 Hisense , 40A48GNE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 42, G, 60, Televisión
 Hisense , 40A40GTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 42, G, 60, Televisión
 TCL , 50P725NX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 59, G, 86, Televisión
 TCL , 43P725KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 49, G, 71, Televisión
 Kunft , K5128X22F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 19, -, -, Televisión
 TCL , 50P820NX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 59, G, 86, Televisión
 SAMSUNG , S27AM501NU ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 26, G, 40, Monitor
 ASUS , VP299CL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 25, G," 33,5", Monitor
 Hisense , 40A41GCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 42, G, 60, Televisión
 Hisense , 40A47G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 42, G, 60, Televisión
 EDENWOOD , 969566_ED82A00UHD-MM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 182, -, -, Televisión
 Hisense , 65U80GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 270, Televisión
 Hisense , 65U81GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 270, Televisión
 Hisense , 65U82GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 270, Televisión
 Hisense , 65U87GQCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 270, Televisión
 Hisense , 65U89GQNE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 270, Televisión
 Hisense , 65U81GQTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 270, Televisión
 Hisense , 65U82GQTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 270, Televisión
 Hisense , 55U86GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 93, G, 215, Televisión
 Hisense , 55U87GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 93, G, 215, Televisión
 Hisense , 55U89GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 93, G, 215, Televisión
 Hisense , 55U87GQCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 93, G, 215, Televisión
 Hisense , 55U89GQNE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 93, G, 215, Televisión
 Hisense , 55U8GQTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 93, G, 215, Televisión
 Hisense , 55U81GQTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 93, G, 215, Televisión
 Hisense , 55U86GQTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 93, G, 215, Televisión
 Hisense , 55U87GQTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 93, G, 215, Televisión
 Hisense , 75U96GQCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 155, G, 330, Televisión
 Hisense , 75U99GQNE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 155, G, 330, Televisión
 Hisense , 75U91GQTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 155, G, 330, Televisión
 TCL , 55C822X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 103, G, 182, Televisión
 IIYAMA CORPORATION , LH4352UHS-B1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 125, -, -, Señalización
 TCL , 55C725NX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 87, G, 139, Televisión
 HIKVISION , DS-D5B55RB/A ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 126, -, -, Otros
 Hisense , 55U7QF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 91, G, 170, Televisión
 TCL , 65C728KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 109, G, 204, Televisión
 Hisense , 65U80GQCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 270, Televisión
 Hisense , 65U88GQNE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 270, Televisión
 Hisense , 65U88GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 270, Televisión
 Hisense , 65U8GQTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 270, Televisión
 Hisense , 55U80GQTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 93, G, 215, Televisión
 Hisense , 75U98GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 155, G, 330, Televisión
