Type,Title,eclrow,Content,eclrow2,Content3,eclrow5,Image
 ELDOM , BCH 200K60 ,Standing loss, 53,Storage volume, 193, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 AUSTRIA EMAIL , A14706 ,Standing loss, 52,Storage volume, 115, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 AUSTRIA EMAIL , A14707 ,Standing loss, 60,Storage volume, 150, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , WH08046LSL ,Standing loss, 63,Storage volume, 76, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Paradigma , 06-5520 ,Standing loss, 57,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Paradigma , 06-5522 ,Standing loss, 71,Storage volume, 403, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Paradigma , 06-5525 ,Standing loss, 64,Storage volume, 280, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Paradigma , 06-5526 ,Standing loss, 71,Storage volume, 403, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Paradigma , 06-5527 ,Standing loss, 76,Storage volume, 470, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Paradigma , 06-5521 ,Standing loss, 64,Storage volume, 280, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Paradigma , 06-5523 ,Standing loss, 76,Storage volume, 470, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 VdZ (Service EPREL) , 06-5520 ,Standing loss, 57,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Paradigma , 06-5524 ,Standing loss, 57,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Baxi Spa , 7710440 - Depósito acumulador solar AS 200-2E ,Standing loss, 75,Storage volume, 225, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Baxi Spa , 7710439 - Depósito acumulador solar AS 150-1E ,Standing loss, 58,Storage volume, 145, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Baxi Spa , 7710444 - Depósito acumulador solar AS 300-2E ,Standing loss, 92,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Baxi Spa , 7710466 - Depósito acumulador solar AS 500-2E ,Standing loss, 87,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Paradigma , 06-5512 ,Standing loss, 70,Storage volume, 117, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Paradigma , 06-5515 ,Standing loss, 76,Storage volume, 155, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Paradigma , 06-5513 ,Standing loss, 76,Storage volume, 155, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Paradigma , 06-5514 ,Standing loss, 70,Storage volume, 117, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 EMMETI , Comfort V 500 ,Standing loss, 115,Storage volume, 490, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 EMMETI , Puffer 300 N ,Standing loss, 93,Storage volume, 270, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 EMMETI , Puffer 300 N 1S ,Standing loss, 93,Storage volume, 270, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , EV 2x15 200 60 ,Standing loss, 59,Storage volume, 183, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , FV30067S2 ,Standing loss, 52,Storage volume, 258, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , GCV7/4SL 1004430 B11 TSRP2 (TIN: 304589) ,Standing loss, 67,Storage volume, 95, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , BCH 500K80 ,Standing loss, 73,Storage volume, 491, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , GCV10SL 2005624C D06 S2RP (TIN: 304670) ,Standing loss, 61,Storage volume, 196, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 GALANTA , FV15062S ,Standing loss, 45,Storage volume, 145, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , FV15062S2 ,Standing loss, 49,Storage volume, 141, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , FV20060S ,Standing loss, 48,Storage volume, 186, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , 72266GNTR ,Standing loss, 51,Storage volume, 112, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , 72266GNT ,Standing loss, 51,Storage volume, 112, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Thermic Energy RZ GmbH , 401001 ,Standing loss, 52,Storage volume, 152, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Thermic Energy RZ GmbH , 401001w ,Standing loss, 52,Storage volume, 152, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Thermic Energy RZ GmbH , 401002 ,Standing loss, 58,Storage volume, 199, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Thermic Energy RZ GmbH , 401002w ,Standing loss, 58,Storage volume, 199, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 SIME , BS 3F 500 ,Standing loss, 118,Storage volume, 535, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 STIEBEL ELTRON , SB-VTH 100 ,Standing loss, 47,Storage volume, 99, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 STIEBEL ELTRON , SB-VTH 150 ,Standing loss, 60,Storage volume, 155, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON , SB-VTS 400/3 ,Standing loss, 105,Storage volume, 422, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON , SB-VTI 200 ,Standing loss, 63,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON , SB-VTH 120 ,Standing loss, 53,Storage volume, 120, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON , SB-VTI 150 ,Standing loss, 57,Storage volume, 154, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON , SB-VTI 500 ,Standing loss, 114,Storage volume, 509, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON , SB-VTI 400 ,Standing loss, 105,Storage volume, 423, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 TESY , EV 2X14 S 230 65 TSHP ,Standing loss, 61,Storage volume, 209, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Ariston Thermo Spa , PRO1 R ST 80 VTD/3 EU 3201472 ,Standing loss, 63,Storage volume, 74, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Ariston Thermo Spa , PRO1 R ST 80 VTS/3 EU 3201473 ,Standing loss, 63,Storage volume, 74, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ISOTEMP , 604031BD00003   Basic40DV ,Standing loss, 45,Storage volume, 40, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Ferroli , ECOUNIT 300 - 1 WP ,Standing loss, 90,Storage volume, 260, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 AQUAHOT GLASSLINE , 72280MSR ,Standing loss, 55,Storage volume, 142, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 AQUAHOT GLASSLINE , WV10046SR ,Standing loss, 47,Storage volume, 91, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 AUSTRIA EMAIL , A34469 ,Standing loss, 57,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 AUSTRIA EMAIL , A34470 ,Standing loss, 102,Storage volume, 400, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 EMMETI , Comfort V 300 ,Standing loss, 95,Storage volume, 285, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 EMMETI , Comfort V 200 ,Standing loss, 77,Storage volume, 208, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 GALANTA , FV50080S2 ,Standing loss, 76,Storage volume, 465, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , BCS2 500K80 ,Standing loss, 76,Storage volume, 465, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , BCS 500K80 ,Standing loss, 71,Storage volume, 476, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , FV50080S2E ,Standing loss, 76,Storage volume, 465, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , EV 2x10 S 160 60 FC 11_2 ,Standing loss, 51,Storage volume, 149, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , BCWS 500K80 ,Standing loss, 72,Storage volume, 443, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , FV50080IS2 ,Standing loss, 76,Storage volume, 465, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , FV50080S21 ,Standing loss, 76,Storage volume, 465, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , BCW 500K80 ,Standing loss, 74,Storage volume, 455, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , GCV10S 2005624C D06 S2RP (TIN: 304669) ,Standing loss, 61,Storage volume, 196, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , BCWS2 500K80 ,Standing loss, 71,Storage volume, 435, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , FV50080IS21 ,Standing loss, 76,Storage volume, 465, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , GCV7/4S 1004430 B11 TSRP2 (TIN: 304588) ,Standing loss, 67,Storage volume, 95, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , FV50080IS ,Standing loss, 71,Storage volume, 476, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 JÄSPI , BUFFER 100 RST R ,Standing loss, 48,Storage volume, 100, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Q-termo , TREND 200 BK/O ,Standing loss, 72,Storage volume, 182, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , BCS 500K80 ,Standing loss, 71,Storage volume, 476, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vaillant , VIH S1 350/4 B ,Standing loss, 71,Storage volume, 335, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Družstevní závody Dražice - strojírna s.r.o. , NADO 300/20v11 ,Standing loss, 97,Storage volume, 320, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Družstevní závody Dražice - strojírna s.r.o. , NADO 400/20v11 ,Standing loss, 113,Storage volume, 405, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 EMMETI , ETW 25 ,Standing loss, 19,Storage volume, 24, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Q-termo , ENERGY 200S AKE ,Standing loss, 53,Storage volume, 193, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Joule Cyclone , TCIMVI-0135SFC ,Standing loss, 56,Storage volume, 132, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVI-0166LFC ,Standing loss, 58,Storage volume, 162, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMV3-0150SFC ,Standing loss, 62,Storage volume, 141, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 AUSTRIA EMAIL , A22549 ,Standing loss, 49,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 AUSTRIA EMAIL , A23341 ,Standing loss, 40,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 AUSTRIA EMAIL , A22847 ,Standing loss, 49,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 TESY , EV 2x10 S 160 60 ,Standing loss, 51,Storage volume, 149, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , GCV6S 804430 B11 TSRP (TIN: 304665) ,Standing loss, 61,Storage volume, 79, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 unitec Energietechnik GmbH , CWS0 / 300 ,Standing loss, 58,Storage volume, 273, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 unitec Energietechnik GmbH , CWS2 / 300 ,Standing loss, 58,Storage volume, 277, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELDOM , BCE 60 ,Standing loss, 56,Storage volume, 64, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCKMVG-0200LFC ,Standing loss, 78,Storage volume, 194, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVJ-17060EC ,Standing loss, 55,Storage volume, 158, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Joule Cyclone , TCIMVH-0150SFB ,Standing loss, 55,Storage volume, 140, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Joule Cyclone , TCEMVI-0125LFB ,Standing loss, 52,Storage volume, 124, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Joule Cyclone , TCEMVI-0150LFB ,Standing loss, 55,Storage volume, 147, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Joule Cyclone , TCIMVH-0170LFB ,Standing loss, 58,Storage volume, 168, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Joule Cyclone , TCIMVS-0300NEC ,Standing loss, 68,Storage volume, 277, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Joule Cyclone , TCEMVI-0170LFB ,Standing loss, 58,Storage volume, 168, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Joule Cyclone , TCKMVH-0150LFB ,Standing loss, 55,Storage volume, 147, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Joule Cyclone , TCKMVH-0170LFB ,Standing loss, 58,Storage volume, 168, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Joule Cyclone , TCIMVI-0250NEC ,Standing loss, 64,Storage volume, 247, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Joule Cyclone , TCIMVH-0150LFB ,Standing loss, 55,Storage volume, 140, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Joule Cyclone , TCIMVI-0200NEC ,Standing loss, 58,Storage volume, 194, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Joule Cyclone , TCEMVJ-20090FC ,Standing loss, 77,Storage volume, 183, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVS-0200LFC ,Standing loss, 78,Storage volume, 194, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVS-0500LFC ,Standing loss, 115,Storage volume, 495, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCKMVH-0200LFC ,Standing loss, 78,Storage volume, 189, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVX-30090FC ,Standing loss, 94,Storage volume, 272, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVJ-20060FC ,Standing loss, 83,Storage volume, 189, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLWVJ-20060FC ,Standing loss, 83,Storage volume, 189, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLWVJ-20090FC ,Standing loss, 77,Storage volume, 189, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVJ-25090FC ,Standing loss, 90,Storage volume, 237, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLWVJ-30090FC ,Standing loss, 94,Storage volume, 279, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVJ-45130FC ,Standing loss, 108,Storage volume, 425, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVY-300200FC ,Standing loss, 94,Storage volume, 284, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVK-30130FC ,Standing loss, 90,Storage volume, 287, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVK-30090FC ,Standing loss, 94,Storage volume, 275, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVG-0250LFC ,Standing loss, 87,Storage volume, 247, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVG-0250NFC ,Standing loss, 87,Storage volume, 247, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVH-0200LFC ,Standing loss, 78,Storage volume, 194, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVH-0230SFC ,Standing loss, 87,Storage volume, 215, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVI-0200NFC ,Standing loss, 78,Storage volume, 194, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVI-0200SFC ,Standing loss, 84,Storage volume, 195, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVI-0300NFC ,Standing loss, 92,Storage volume, 290, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVK-25090FC ,Standing loss, 86,Storage volume, 235, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVJ-25090FC ,Standing loss, 87,Storage volume, 234, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVS-0250LFC ,Standing loss, 87,Storage volume, 247, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCKMVH-0170SFB ,Standing loss, 79,Storage volume, 158, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCKMVH-0250LFC ,Standing loss, 87,Storage volume, 238, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCKMVG-0250LFC ,Standing loss, 87,Storage volume, 247, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVH-0200LFC ,Standing loss, 78,Storage volume, 194, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVJ-20090FC ,Standing loss, 83,Storage volume, 189, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLWVJ-25090FC ,Standing loss, 90,Storage volume, 237, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVK-20090FC ,Standing loss, 83,Storage volume, 186, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCFMVI-0800LFC ,Standing loss, 121,Storage volume, 747, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVH-0400LFC ,Standing loss, 102,Storage volume, 390, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVH-0200SFC ,Standing loss, 84,Storage volume, 188, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVH-0250NFC ,Standing loss, 87,Storage volume, 247, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVI-0170SFC ,Standing loss, 79,Storage volume, 168, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVI-0270LFC ,Standing loss, 89,Storage volume, 269, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMHD-0100LFC ,Standing loss, 58,Storage volume, 98, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVJ-30090FC ,Standing loss, 94,Storage volume, 276, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVS-0200NFC ,Standing loss, 80,Storage volume, 193, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVS-0250NFC ,Standing loss, 87,Storage volume, 247, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVS-0300LFC ,Standing loss, 92,Storage volume, 290, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCKMVH-0150SFB ,Standing loss, 68,Storage volume, 140, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCKMVH-0200SFC ,Standing loss, 78,Storage volume, 194, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCKMVH-0500LFC ,Standing loss, 115,Storage volume, 479, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVJ-30090FC ,Standing loss, 94,Storage volume, 279, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLWVJ-40013FC ,Standing loss, 102,Storage volume, 378, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVK-25090FC ,Standing loss, 86,Storage volume, 234, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLWVK-25090FC ,Standing loss, 90,Storage volume, 237, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLMVK-40130FC ,Standing loss, 102,Storage volume, 378, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCLWVK-40013FC ,Standing loss, 102,Storage volume, 378, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCFMVI-0400LFC ,Standing loss, 102,Storage volume, 379, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVG-0300NFC ,Standing loss, 92,Storage volume, 280, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVH-0170SFB ,Standing loss, 79,Storage volume, 158, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVH-0200NFC ,Standing loss, 78,Storage volume, 194, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCIMVH-0300LFC ,Standing loss, 92,Storage volume, 290, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVI-0200LFC ,Standing loss, 81,Storage volume, 196, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Joule Cyclone , TCEMVI-0250LFC ,Standing loss, 87,Storage volume, 247, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
