Type,Title,eclrow,Content,eclrow4,Content5,Image
 GORENJE , GV693C61AD ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 HISENSE , HV693C60AD ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 GORENJE , GS693C60XUVAD ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 GORENJE , GV642D62 ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 83,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 GORENJE , GV643D60 ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 HISENSE , HV642D60 ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 83,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ASKO , DBI8347IB.S ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 72,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 GORENJE , GV662D61 ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 83,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 HISENSE , HV663C60 ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 GORENJE , GS673C60W ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 HISENSE , HV643D60 ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 hanseatic , HGTI6082B14U7735ES ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 GORENJE , GV693C60UVAD ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 GORENJE , GU672C60W ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 hanseatic , HGVI6082B14U7713DB ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 hanseatic , HGU6082B14U7735ES ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 hanseatic , HG6085B14U7635ES ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Hoover , TRV60NORB/1-SC1 ,Rated capacity for the eco programme (ps), 6,"Energy consumption [per 100 cycles, based on the eco programme]", 61,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Hoover , TRV60NOIN/1-SC1 ,Rated capacity for the eco programme (ps), 6,"Energy consumption [per 100 cycles, based on the eco programme]", 61,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ASKO , DFI5344D ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 72,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 GORENJE , GS673C60X ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Siemens , SX65ZX00AE ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Bosch , SBV4HBX00D ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Bosch , SBV4ECX26E ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 DE DIETRICH , DCJ532DQX -02 ,Rated capacity for the eco programme (ps), 15,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Samsung , DW60BG730B00EE ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Samsung , DW60BG730B00ET ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 GORENJE , GV642D61 ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 83,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 GORENJE , GU663C60X ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ASKO , DBI8347IB.W ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 72,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Samsung , DW60BG750B00ET ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Samsung , DW60BG850UB1EE ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Samsung , DW60BG850UB1ET ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Samsung , DW60BB890UAPET ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Samsung , DW60BG750USLET ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ASKO , DSD746U ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DSD545K ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DSD6102 ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 72,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ASKO , DFI533A ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 72,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 HISENSE , HV663C60XXL ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 GORENJE , GV663C61XXL ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Samsung , DW60BG730FSLET ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Samsung , DW60BG730FSLEU ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Samsung , DW60BG750FSLEU ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 XD , XDLSX14DS2N ,Rated capacity for the eco programme (ps), 12,"Energy consumption [per 100 cycles, based on the eco programme]", 92,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ASKO , DBI545IKXXL.S ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DFI5448DXXL ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DFI545K ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DBI5558MIKXXL.S ,Rated capacity for the eco programme (ps), 15,"Energy consumption [per 100 cycles, based on the eco programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DFI5558MMXXL ,Rated capacity for the eco programme (ps), 15,"Energy consumption [per 100 cycles, based on the eco programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DBI7102.S ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DBI745MIQ.BS ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DBI5554MIMXXL.S ,Rated capacity for the eco programme (ps), 15,"Energy consumption [per 100 cycles, based on the eco programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DBI344ID.S ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DBI344ID.B ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DSD545KXXL ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DFI5448D ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DBI545IKXXL.W ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DBI745MIQ.W ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DBI5558MIMXXL.W ,Rated capacity for the eco programme (ps), 15,"Energy consumption [per 100 cycles, based on the eco programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DFI5558MKXXL ,Rated capacity for the eco programme (ps), 15,"Energy consumption [per 100 cycles, based on the eco programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DBI3448ID.S ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DBI7102.BS ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DSD544D ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DBI745MIQ.S ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DFI7602MMXXL ,Rated capacity for the eco programme (ps), 15,"Energy consumption [per 100 cycles, based on the eco programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DBI3344IB.S ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 72,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ASKO , DFS344ID.W ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ASKO , DFS344ID.S ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ASKO , DBI3344IB.W ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 72,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Bosch , SPS2HKW62E ,Rated capacity for the eco programme (ps), 9,"Energy consumption [per 100 cycles, based on the eco programme]", 70,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 KITCHENAID , KIF 5O41 PLETGS UK ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Samsung , DW60BG750B00EE ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Samsung , DW60BG850FSLET ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Samsung , DW60BG830FSLET ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Siemens , SX73EX00BD ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Bosch , SMS6ZCI70E ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 LG Electronics Inc. , DF242FW ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Junker , JB65X00HVE ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Bosch , SMS6ECW97E ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 LG Electronics Inc. , DF242FWS ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Inventum , VVW6008AB ,Rated capacity for the eco programme (ps), 12,"Energy consumption [per 100 cycles, based on the eco programme]", 92,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Bosch , SMS2HTW97E ,Rated capacity for the eco programme (ps), 12,"Energy consumption [per 100 cycles, based on the eco programme]", 92,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Junker , JB55X00HTE ,Rated capacity for the eco programme (ps), 12,"Energy consumption [per 100 cycles, based on the eco programme]", 92,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Bosch , SPS4HMI64E ,Rated capacity for the eco programme (ps), 10,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Bosch , SMS4HTI49E ,Rated capacity for the eco programme (ps), 12,"Energy consumption [per 100 cycles, based on the eco programme]", 92,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Bosch , SGV25EX00E ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 104,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Samsung , DW60BG850B00ET ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Samsung , DW60BG750FSLET ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Candy , CELDIMQ 4D622PBE ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Candy , CDPQ 4D620PX/E ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 GORENJE , GU663C60W ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Candy , CDIMQ 4D622PB/E ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Candy , CDPQ 4D620PW/E ,Rated capacity for the eco programme (ps), 16,"Energy consumption [per 100 cycles, based on the eco programme]", 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 GORENJE , GU642D60W ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 83,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 GORENJE , GU642D60X ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 83,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Adamson , A30 ,Rated capacity for the eco programme (ps), 2,"Energy consumption [per 100 cycles, based on the eco programme]", 38,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Bosch , SMU4ECI14S ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Bosch , SMU4ECW14S ,Rated capacity for the eco programme (ps), 13,"Energy consumption [per 100 cycles, based on the eco programme]", 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ASKO , DFI544DXXL ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DFI544D ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 ASKO , DBI344ID.W ,Rated capacity for the eco programme (ps), 14,"Energy consumption [per 100 cycles, based on the eco programme]", 64,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
